100	500
n008105	166	38
n008108	23	10
n008110	140	148
n008155	168	116
n008164	153	74
n008179	39	256
n008183	280	29
n008213	89	18
n008314	8	332
n008317	51	121
n008325	168	111
n008361	322	475
n008436	96	281
n008484	77	213
n008488	248	73
n008528	208	195
n008530	336	294
n008539	27	224
n008558	182	300
n008567	29	157
n008595	93	134
n008613	284	286
n008615	69	46
n008630	29	179
n008653	16	77
n008655	174	269
n008662	108	43
n008674	178	97
n008682	59	363
n008710	132	506
n008773	441	142
n008778	111	105
n008829	4	238
n008858	191	358
n008890	189	251
n008932	116	194
n008937	341	360
n008948	41	164
n008958	52	437
n008989	311	20
n009028	378	282
n009114	11	22
n009123	392	410
n009175	67	76
n009185	375	93
n009199	354	382
n009213	157	75
n009225	259	21
n009232	89	104
n009235	328	258
n009283	207	143
n009285	27	39
n009286	23	108
n009287	123	98
n009288	62	177
n009289	62	122
n009291	70	179
n009294	103	189
n000001	230	n005359	72
n000009	61	n008488	191
n000029	54	n001976	335
n000040	180	n002703	129
n000078	86	n009287	213
n000082	156	n004486	59
n000106	109	n005112	348
n000129	63	n005319	409
n000148	323	n001059	204
n000149	363	n004007	157
n000178	41	n004394	134
n000259	225	n007919	3
n000284	3	n007246	35
n000363	16	n002080	131
n000394	167	n004891	189
n000410	37	n004411	135
n000452	89	n005380	170
n000480	40	n003415	215
n000527	323	n001830	331
n000596	65	n007865	112
n000624	93	n000950	201
n000654	141	n005726	128
n000658	258	n008314	89
n000659	122	n004068	110
n000667	274	n005799	159
n000689	7	n004078	104
n000706	233	n008105	250
n000736	98	n004281	250
n000740	158	n007210	150
n000746	136	n008829	257
n000774	133	n005706	307
n000775	82	n005833	16
n000785	298	n001341	189
n000836	140	n005328	132
n000838	242	n005693	42
n000854	109	n005956	220
n000912	390	n005666	340
n000928	131	n003725	68
n000945	50	n008932	176
n000950	149	n000654	9
n000958	338	n000452	138
n000998	155	n003277	27
n001021	66	n001708	156
n001059	206	n008710	429
n001125	154	n000775	151
n001127	67	n008108	211
n001146	99	n005377	231
n001153	166	n004243	203
n001156	141	n006531	9
n001174	31	n005723	249
n001190	529	n005726	324
n001197	112	n008213	143
n001199	403	n002389	275
n001211	253	n007919	203
n001242	489	n005181	51
n001256	405	n005872	128
n001277	113	n003728	353
n001291	82	n005726	396
n001293	128	n004678	55
n001296	128	n005425	105
n001299	101	n000774	225
n001302	305	n008325	287
n001303	103	n008003	302
n001304	221	n007854	104
n001337	130	n005915	185
n001341	50	n005417	164
n001368	532	n004243	33
n001401	152	n004915	249
n001418	6	n002840	78
n001439	32	n002309	106
n001446	58	n002153	125
n001467	41	n002082	87
n001485	289	n004663	4
n001576	27	n001291	59
n001650	60	n001816	49
n001655	173	n004586	427
n001672	181	n001418	62
n001683	232	n004157	42
n001687	237	n003917	189
n001708	413	n005695	14
n001710	177	n007951	29
n001781	158	n004469	63
n001811	221	n004208	110
n001816	151	n003635	144
n001817	2	n008662	47
n001830	456	n008110	153
n001836	190	n002081	64
n001838	157	n004898	57
n001850	63	n000480	217
n001857	35	n004709	57
n001878	315	n007865	110
n001898	173	n000259	10
n001923	64	n002880	441
n001934	8	n007651	142
n001935	105	n003298	487
n001956	109	n004709	203
n001976	61	n002166	119
n002009	75	n005723	445
n002024	94	n008948	109
n002080	51	n004486	89
n002081	221	n008108	125
n002082	207	n008989	385
n002093	409	n009283	94
n002106	42	n007261	12
n002109	262	n005633	191
n002153	156	n000480	55
n002158	75	n001303	18
n002166	118	n004663	129
n002167	56	n007133	305
n002216	116	n007439	202
n002223	43	n004812	249
n002245	52	n000785	36
n002257	66	n004826	355
n002258	204	n005636	276
n002263	204	n007531	302
n002267	409	n007397	226
n002268	230	n003775	211
n002282	313	n002574	408
n002284	205	n004157	189
n002309	173	n002596	185
n002329	148	n005473	20
n002351	189	n005764	58
n002372	41	n002715	30
n002381	164	n005088	75
n002384	24	n004007	119
n002389	78	n008179	58
n002414	88	n005179	330
n002421	149	n004898	52
n002474	134	n004449	28
n002475	196	n005680	264
n002503	90	n003217	594
n002517	303	n004793	37
n002556	127	n004240	188
n002561	218	n005306	9
n002574	269	n004678	38
n002581	273	n005619	276
n002596	138	n009123	150
n002604	90	n000527	16
n002647	189	n009232	297
n002659	109	n002684	320
n002664	604	n000774	266
n002669	393	n004387	14
n002681	214	n000149	474
n002684	116	n003786	116
n002703	15	n005833	4
n002715	5	n002681	45
n002743	184	n005359	202
n002749	28	n000410	110
n002761	1	n004885	184
n002763	202	n003430	19
n002770	146	n001299	84
n002773	99	n004658	93
n002775	62	n007548	155
n002803	162	n004891	167
n002838	343	n000785	458
n002840	105	n000912	73
n002855	153	n007703	261
n002857	300	n004905	146
n002869	85	n001811	101
n002873	324	n004050	90
n002878	343	n003258	77
n002880	297	n004826	154
n002884	211	n003277	77
n002889	257	n007651	75
n002891	131	n006653	50
n002894	215	n002106	296
n003001	150	n003490	206
n003009	231	n007865	150
n003079	168	n008615	264
n003092	185	n005621	206
n003093	167	n008567	80
n003104	210	n005159	209
n003115	150	n003001	354
n003134	178	n005639	32
n003140	206	n002891	238
n003205	384	n002475	207
n003215	182	n004157	134
n003217	359	n002684	398
n003258	212	n005114	278
n003277	140	n005670	374
n003288	59	n002245	24
n003298	40	n005764	193
n003356	34	n005748	62
n003379	30	n001296	13
n003415	12	n004085	115
n003430	412	n008710	350
n003436	33	n007668	143
n003461	115	n008155	174
n003468	91	n002556	201
n003490	205	n004678	120
n003513	122	n008020	285
n003540	314	n001368	135
n003554	477	n005764	51
n003570	23	n002106	303
n003606	349	n002216	228
n003635	250	n001302	299
n003653	40	n005282	234
n003675	106	n000706	119
n003725	21	n006458	122
n003728	353	n007397	14
n003775	444	n002263	194
n003786	168	n005135	87
n003836	356	n003540	229
n003873	182	n004482	204
n003881	143	n007753	240
n003894	240	n004123	107
n003896	443	n003490	273
n003917	227	n000667	352
n003958	82	n007368	435
n004007	62	n007865	70
n004050	37	n005294	101
n004064	320	n005695	162
n004068	69	n005114	263
n004070	47	n004486	45
n004078	200	n004353	357
n004085	297	n000106	246
n004123	283	n006992	109
n004157	176	n004563	605
n004180	150	n007385	299
n004208	107	n000958	153
n004233	202	n000410	68
n004239	241	n003092	18
n004240	314	n007664	124
n004243	52	n001211	34
n004281	197	n007159	236
n004333	68	n004424	128
n004338	371	n000178	33
n004353	221	n005425	114
n004357	203	n004812	10
n004366	99	n001211	51
n004372	212	n002258	193
n004380	155	n005148	55
n004387	8	n005726	334
n004394	82	n000106	230
n004411	91	n003635	8
n004424	329	n004813	186
n004440	187	n004486	115
n004449	24	n005280	15
n004461	132	n006347	196
n004469	16	n005872	19
n004482	150	n007668	56
n004486	175	n001337	131
n004555	178	n007439	21
n004563	594	n002329	291
n004580	127	n002216	221
n004586	111	n004486	7
n004588	172	n004281	110
n004634	281	n002081	18
n004635	75	n007531	241
n004652	284	n000149	7
n004658	234	n000363	256
n004661	121	n000029	252
n004662	116	n001485	297
n004663	104	n004662	25
n004678	52	n006531	204
n004679	164	n005334	279
n004709	317	n001146	265
n004712	2	n001368	205
n004719	223	n004411	31
n004738	117	n000740	149
n004743	127	n005073	276
n004756	352	n004658	253
n004771	424	n004380	14
n004788	86	n003606	302
n004793	265	n006123	204
n004798	192	n004281	199
n004801	200	n004394	129
n004812	200	n001935	102
n004813	182	n009123	35
n004826	126	n001293	247
n004850	102	n005619	79
n004885	45	n002770	141
n004891	11	n004469	97
n004898	39	n005831	271
n004905	219	n001935	61
n004911	23	n005226	77
n004915	290	n008948	42
n004925	222	n005312	16
n004945	7	n006858	147
n004999	135	n000706	117
n005073	17	n004239	41
n005088	251	n007104	147
n005101	218	n005328	102
n005104	371	n004387	3
n005112	134	n001303	224
n005114	290	n005973	93
n005120	298	n001211	315
n005122	180	n008484	252
n005123	319	n004281	103
n005135	145	n004563	299
n005136	250	n005693	80
n005137	25	n003140	307
n005145	74	n004123	165
n005148	143	n003277	64
n005157	22	n002082	215
n005159	68	n005181	284
n005179	213	n001277	58
n005181	371	n001418	387
n005188	44	n002284	46
n005225	37	n001650	107
n005226	46	n004357	349
n005233	7	n001830	193
n005280	164	n004353	123
n005282	4	n002081	134
n005294	93	n003205	133
n005301	32	n001485	186
n005303	307	n005619	145
n005306	246	n006909	239
n005312	139	n001418	196
n005316	423	n002024	396
n005319	378	n002891	158
n005326	112	n004449	195
n005328	8	n006626	108
n005334	81	n005123	232
n005340	168	n004678	82
n005347	23	n003896	376
n005359	72	n006247	142
n005373	93	n001021	91
n005377	101	n003079	232
n005380	238	n002596	173
n005417	46	n007296	46
n005425	213	n001211	347
n005427	152	n005306	7
n005448	119	n002093	76
n005473	241	n007385	2
n005474	208	n002081	31
n005490	269	n001439	84
n005513	161	n004580	194
n005552	134	n004915	2
n005565	116	n002894	342
n005577	344	n009288	65
n005607	142	n000040	55
n005612	24	n003436	58
n005619	308	n008484	124
n005621	222	n002167	275
n005623	65	n004123	45
n005630	262	n000040	138
n005633	34	n003079	106
n005636	276	n004738	99
n005639	190	n004793	128
n005648	262	n000659	65
n005652	135	n000854	119
n005664	149	n007008	267
n005666	284	n004380	155
n005668	64	n007668	4
n005670	286	n003554	388
n005680	353	n005188	220
n005693	309	n004208	167
n005695	317	n005112	159
n005706	345	n003288	220
n005709	357	n001337	171
n005723	217	n003606	296
n005726	282	n001197	157
n005730	76	n007166	218
n005748	118	n005668	1
n005755	227	n004588	268
n005758	129	n005347	422
n005762	197	n007068	27
n005764	173	n007246	266
n005776	323	n002381	47
n005799	120	n008595	189
n005831	334	n006247	362
n005832	128	n005112	28
n005833	72	n005630	187
n005872	100	n007703	170
n005915	255	n001976	397
n005956	239	n006301	47
n005963	232	n005303	44
n005973	341	n002263	40
n006053	195	n000785	149
n006123	62	n007121	116
n006134	163	n002873	130
n006211	147	n009028	237
n006247	52	n000527	1
n006301	221	n005181	286
n006347	289	n001446	111
n006451	170	n001934	83
n006458	211	n000624	69
n006497	206	n002561	428
n006531	75	n005417	2
n006532	15	n001830	396
n006574	220	n001146	74
n006626	7	n007162	210
n006653	115	n007133	39
n006659	256	n004586	196
n006772	285	n003881	241
n006808	13	n001418	213
n006858	194	n005666	53
n006909	351	n002109	265
n006922	90	n009213	295
n006987	6	n005316	119
n006992	159	n007296	29
n007008	152	n008028	244
n007021	4	n007368	478
n007068	26	n007919	398
n007104	237	n001976	163
n007121	283	n005114	187
n007133	304	n005306	4
n007146	203	n003092	342
n007159	269	n005448	157
n007162	243	n007169	171
n007166	184	n000667	399
n007169	182	n005513	53
n007210	61	n005630	113
n007240	189	n005101	289
n007241	144	n003836	391
n007246	285	n005648	68
n007261	220	n008530	504
n007296	124	n000950	56
n007358	37	n005179	395
n007368	441	n003134	250
n007381	83	n002372	164
n007385	14	n002889	323
n007397	350	n004679	381
n007439	2	n005145	89
n007474	13	n003958	184
n007531	86	n001418	247
n007548	6	n000774	23
n007571	105	n007865	74
n007594	156	n001956	394
n007650	44	n007241	89
n007651	232	n003894	224
n007664	3	n008105	191
n007668	62	n000912	372
n007700	109	n004826	499
n007703	225	n005226	344
n007753	61	n008036	23
n007854	3	n005101	420
n007865	132	n007104	193
n007900	291	n007548	82
n007909	114	n008937	75
n007919	38	n005312	335
n007949	232	n007439	131
n007951	79	n005956	172
n008003	103	n008528	145
n008015	52	n006247	23
n008020	264	n000775	198
n008028	147	n005157	174
n008036	174	n003134	19
n008037	50	n004662	185
n008047	294	n005377	98
n008056	414	n005652	205
n008105	247	n003896	404
n008108	134	n009294	49
n008110	17	n002715	3
n008155	37	n008655	253
n008164	313	n000082	410
n008179	179	n004885	331
n008183	271	n007668	84
n008213	242	n001446	311
n008314	262	n004793	355
n008317	81	n001650	38
n008325	66	n000740	130
n008361	222	n005723	350
n008436	49	n005723	93
n008484	82	n008036	42
n008488	317	n002775	29
n008528	66	n007700	148
n008530	231	n005188	385
n008539	22	n007210	329
n008558	106	n003461	194
n008567	57	n002153	170
n008595	140	n005612	381
n008613	124	n002093	255
n008615	9	n003415	44
n008630	192	n002384	139
n008653	38	n007753	226
n008655	120	n004588	50
n008662	175	n006123	93
n008674	98	n000009	109
n008682	242	n003093	286
n008710	409	n003115	275
n008773	145	n000838	97
n008778	215	n001302	35
n008829	220	n000912	392
n008858	249	n002581	66
n008890	29	n004424	271
n008932	172	n005427	188
n008937	112	n005693	319
n008948	43	n008674	57
n008958	418	n001146	429
n008989	412	n002109	146
n009028	221	n003217	20
n009114	135	n002381	52
n009123	396	n003140	376
n009175	106	n009287	152
n009185	189	n009232	137
n009199	312	n001956	104
n009213	238	n005427	58
n009225	191	n004050	134
n009232	273	n003134	61
n009235	406	n004679	229
n009283	9	n008325	39
n009285	38	n004885	33
n009286	177	n008325	115
n009287	157	n004068	12
n009288	104	n002223	189
n009289	54	n000106	193
n009291	144	n004078	178
n009294	217	n004380	92
n000001	325	237
n000009	96	109
n000029	384	112
n000040	55	7
n000078	101	247
n000082	29	195
n000106	198	256
n000129	142	255
n000148	133	69
n000149	92	203
n000178	63	104
n000259	403	49
n000284	265	51
n000363	264	482
n000394	185	30
n000410	93	53
n000452	166	347
n000480	93	142
n000527	98	227
n000596	343	71
n000624	14	412
n000654	178	182
n000658	359	364
n000659	64	126
n000667	454	244
n000689	222	208
n000706	292	216
n000736	367	81
n000740	84	168
n000746	243	162
n000774	91	179
n000775	230	134
n000785	111	111
n000836	84	66
n000838	8	230
n000854	408	399
n000912	136	200
n000928	190	141
n000945	193	216
n000950	34	6
n000958	62	252
n000998	136	126
n001021	91	139
n001059	18	18
n001125	73	67
n001127	158	143
n001146	545	251
n001153	166	159
n001156	124	271
n001174	123	140
n001190	291	470
n001197	177	40
n001199	415	122
n001211	171	105
n001242	539	550
n001256	12	315
n001277	62	233
n001291	132	373
n001293	149	186
n001296	183	253
n001299	206	228
n001302	217	317
n001303	38	39
n001304	47	70
n001337	59	104
n001341	128	67
n001368	307	305
n001401	92	110
n001418	203	232
n001439	268	94
n001446	381	170
n001467	122	1
n001485	57	113
n001576	117	170
n001650	194	179
n001655	116	66
n001672	212	68
n001683	156	108
n001687	187	256
n001708	455	431
n001710	82	44
n001781	176	125
n001811	27	138
n001816	146	52
n001817	143	94
n001830	509	54
n001836	124	364
n001838	122	126
n001850	42	27
n001857	264	171
n001878	326	322
n001898	110	147
n001923	52	40
n001934	92	185
n001935	107	40
n001956	238	57
n001976	337	95
n002009	149	64
n002024	396	28
n002080	53	134
n002081	26	105
n002082	42	177
n002093	302	42
n002106	236	171
n002109	209	88
n002153	207	1
n002158	275	233
n002166	73	30
n002167	41	171
n002216	8	71
n002223	156	110
n002245	65	117
n002257	177	134
n002258	190	85
n002263	61	102
n002267	281	347
n002268	182	33
n002282	269	98
n002284	170	214
n002309	146	162
n002329	84	290
n002351	139	5
n002372	82	33
n002381	64	92
n002384	140	145
n002389	142	380
n002414	168	145
n002421	124	256
n002474	257	350
n002475	190	111
n002503	165	109
n002517	334	361
n002556	132	167
n002561	65	33
n002574	182	349
n002581	19	244
n002596	172	35
n002604	177	193
n002647	313	8
n002659	237	162
n002664	159	35
n002669	162	259
n002681	121	183
n002684	499	440
n002703	239	171
n002715	114	359
n002743	117	293
n002749	193	269
n002761	251	103
n002763	40	259
n002770	95	282
n002773	42	15
n002775	182	11
n002803	28	43
n002838	294	127
n002840	187	181
n002855	403	279
n002857	222	182
n002869	44	96
n002873	125	326
n002878	238	344
n002880	278	69
n002884	182	201
n002889	159	24
n002891	105	194
n002894	141	69
n003001	33	159
n003009	91	5
n003079	126	173
n003092	474	65
n003093	268	271
n003104	30	115
n003115	27	282
n003134	120	42
n003140	120	159
n003205	27	420
n003215	70	120
n003217	204	234
n003258	8	5
n003277	115	171
n003288	238	67
n003298	217	298
n003356	16	16
n003379	139	116
n003415	13	215
n003430	338	227
n003436	132	128
n003461	455	72
n003468	246	200
n003490	147	85
n003513	335	13
n003540	73	215
n003554	481	480
n003570	64	20
n003606	26	51
n003635	300	294
n003653	309	556
n003675	28	317
n003725	109	91
n003728	196	292
n003775	63	67
n003786	219	81
n003836	170	191
n003873	167	157
n003881	151	52
n003894	256	135
n003896	411	470
n003917	13	223
n003958	137	167
n004007	3	64
n004050	413	259
n004064	264	31
n004068	88	36
n004070	11	31
n004078	41	122
n004085	366	74
n004123	130	185
n004157	14	126
n004180	233	214
n004208	266	7
n004233	8	13
n004239	19	119
n004240	210	291
n004243	381	32
n004281	67	101
n004333	29	153
n004338	210	54
n004353	305	100
n004357	78	363
n004366	150	388
n004372	11	93
n004380	124	57
n004387	138	173
n004394	72	70
n004411	233	83
n004424	275	521
n004440	24	2
n004449	63	187
n004461	170	78
n004469	61	132
n004482	223	118
n004486	145	206
n004555	86	155
n004563	279	15
n004580	192	62
n004586	477	404
n004588	97	360
n004634	456	405
n004635	245	178
n004652	34	324
n004658	272	247
n004661	459	81
n004662	92	148
n004663	27	50
n004678	71	199
n004679	153	438
n004709	200	383
n004712	189	137
n004719	276	302
n004738	487	84
n004743	179	187
n004756	287	173
n004771	459	291
n004788	161	88
n004793	325	315
n004798	88	56
n004801	186	186
n004812	140	71
n004813	242	236
n004826	492	82
n004850	435	371
n004885	194	326
n004891	293	160
n004898	242	188
n004905	1	280
n004911	96	244
n004915	269	125
n004925	9	21
n004945	161	165
n004999	242	37
n005073	190	279
n005088	105	101
n005101	142	278
n005104	238	252
n005112	266	346
n005114	138	9
n005120	88	193
n005122	227	214
n005123	44	280
n005135	38	58
n005136	266	288
n005137	105	140
n005145	39	94
n005148	216	171
n005157	200	118
n005159	133	402
n005179	96	214
n005181	211	313
n005188	79	193
n005225	16	77
n005226	428	159
n005233	231	111
n005280	140	148
n005282	95	120
n005294	215	221
n005301	132	154
n005303	2	109
n005306	140	106
n005312	108	261
n005316	440	421
n005319	40	74
n005326	6	99
n005328	32	17
n005334	108	484
n005340	261	229
n005347	397	250
n005359	12	181
n005373	66	232
n005377	196	93
n005380	186	82
n005417	311	269
n005425	135	116
n005427	195	197
n005448	244	231
n005473	389	224
n005474	237	218
n005490	34	16
n005513	150	121
n005552	120	218
n005565	18	111
n005577	134	295
n005607	281	123
n005612	319	288
n005619	197	271
n005621	247	209
n005623	202	42
n005630	63	182
n005633	174	184
n005636	143	304
n005639	81	98
n005648	9	241
n005652	252	127
n005664	127	180
n005666	473	83
n005668	119	18
n005670	278	140
n005680	136	162
n005693	14	387
n005695	174	97
n005706	242	77
n005709	110	90
n005723	411	336
n005726	395	93
n005730	248	267
n005748	140	140
n005755	149	75
n005758	484	530
n005762	54	95
n005764	110	89
n005776	169	350
n005799	146	22
n005831	116	114
n005832	179	167
n005833	113	70
n005872	94	81
n005915	267	42
